world_cup_year,home_team,away_team,home_goals,away_goals,match_outcome,goal_diff,home_host_advantage,home_strength,away_strength,stage,home_recent_form,away_recent_form,home_h2h,away_h2h
1974,Germany,Australia,3,0,H,3,0,0.6285714285714286,0.0,1,0.6666666666666666,0.3333333333333333,0,0
1974,Scotland,Brazil,0,0,D,0,0,0.1666666666666666,0.6666666666666666,1,0.3333333333333333,0.8333333333333334,0,0
1974,Serbia,DR Congo,9,0,H,9,0,0.45,0.0,2,0.16666666666666666,0.3333333333333333,0,0
1974,Argentina,Italy,1,1,D,0,0,0.4705882352941176,0.5925925925925926,1,0.3333333333333333,0.6666666666666666,0,0
1974,Bulgaria,Uruguay,1,1,D,0,0,0.0,0.5185185185185185,1,0.3333333333333333,0.0,0,0
1974,Haiti,Poland,0,7,A,-7,0,0.0,0.5,2,0.3333333333333333,0.5,0,0
1974,Netherlands,Sweden,0,0,D,0,0,0.3333333333333333,0.45,1,0.3333333333333333,0.6666666666666666,0,0
1974,Australia,Chile,0,0,D,0,0,0.0,0.4117647058823529,1,0.16666666666666666,0.16666666666666666,0,0
1974,DR Congo,Brazil,0,3,A,-3,0,0.0,0.65,1,0.16666666666666666,0.6666666666666666,0,0
1974,Germany,German DR,0,1,A,-1,0,0.6388888888888888,0.5,1,1.0,0.6666666666666666,0,0
1974,Scotland,Serbia,1,1,D,0,0,0.1428571428571428,0.4761904761904761,1,0.5,0.5,0,0
1974,Argentina,Haiti,4,1,H,3,0,0.4444444444444444,0.0,1,0.16666666666666666,0.16666666666666666,0,0
1974,Bulgaria,Netherlands,1,4,A,-3,0,0.0,0.25,1,0.5,0.5,0,0
1974,Poland,Italy,2,1,H,1,0,0.6666666666666666,0.5714285714285714,1,0.6666666666666666,0.5,0,0
1974,Sweden,Uruguay,3,0,H,3,0,0.4285714285714285,0.5,1,0.6666666666666666,0.16666666666666666,1,1
1974,Brazil,German DR,1,0,H,1,0,0.6585365853658537,0.6666666666666666,1,0.6666666666666666,0.8333333333333334,0,0
1974,Germany,Serbia,2,0,H,2,0,0.6216216216216216,0.4545454545454545,1,0.6666666666666666,0.6666666666666666,2,1
1974,Netherlands,Argentina,4,0,H,4,0,0.4,0.4736842105263157,2,0.8333333333333334,0.5,0,0
1974,Sweden,Poland,0,1,A,-1,0,0.4545454545454545,0.75,1,0.6666666666666666,1.0,0,0
1974,Argentina,Brazil,1,2,A,-1,0,0.45,0.6666666666666666,1,0.5,0.8333333333333334,0,0
1974,German DR,Netherlands,0,2,A,-2,0,0.5,0.5,1,0.5,0.8333333333333334,0,0
1974,Germany,Sweden,4,2,H,2,0,0.631578947368421,0.4347826086956521,1,0.6666666666666666,0.5,2,0
1974,Poland,Serbia,2,1,H,1,0,0.8,0.4347826086956521,1,1.0,0.5,0,0
1974,Argentina,German DR,1,1,D,0,0,0.4285714285714285,0.4,1,0.3333333333333333,0.3333333333333333,0,0
1974,Germany,Poland,1,0,H,1,0,0.6410256410256411,0.8333333333333334,1,0.6666666666666666,1.0,0,0
1974,Netherlands,Brazil,2,0,H,2,0,0.5714285714285714,0.6744186046511628,1,1.0,1.0,0,0
1974,Sweden,Serbia,2,1,H,1,0,0.4166666666666667,0.4166666666666667,1,0.3333333333333333,0.16666666666666666,0,0
1974,Brazil,Poland,0,1,A,-1,0,0.6590909090909091,0.7142857142857143,1,0.6666666666666666,0.6666666666666666,1,0
1974,Germany,Netherlands,2,1,H,1,0,0.65,0.625,1,1.0,1.0,0,0
1978,Germany,Poland,0,0,D,0,0,0.6585365853658537,0.75,1,1.0,0.6666666666666666,1,0
1978,Argentina,Hungary,2,1,H,1,1,0.4090909090909091,0.5652173913043478,1,0.16666666666666666,0.6666666666666666,0,0
1978,France,Italy,1,2,A,-1,0,0.4117647058823529,0.5517241379310345,1,0.16666666666666666,0.5,0,1
1978,Mexico,Tunisia,1,3,A,-2,0,0.1428571428571428,0.5,1,0.6666666666666666,0.5,0,0
1978,Austria,Spain,2,1,H,1,0,0.5,0.4,1,0.16666666666666666,0.3333333333333333,0,0
1978,Brazil,Sweden,1,1,D,0,0,0.6444444444444445,0.44,1,0.3333333333333333,0.3333333333333333,2,1
1978,Iran,Netherlands,0,3,A,-3,0,0.5,0.5555555555555556,1,0.5,0.6666666666666666,0,0
1978,Peru,Scotland,3,1,H,2,0,0.3333333333333333,0.125,1,0.3333333333333333,0.6666666666666666,0,0
1978,Argentina,France,2,1,H,1,1,0.4347826086956521,0.3888888888888889,1,0.5,0.0,1,0
1978,Germany,Mexico,6,0,H,6,0,0.6428571428571429,0.1363636363636363,2,0.8333333333333334,0.3333333333333333,0,0
1978,Hungary,Italy,1,3,A,-2,0,0.5416666666666666,0.5666666666666667,1,0.3333333333333333,0.5,0,1
1978,Poland,Tunisia,1,0,H,1,0,0.6666666666666666,1.0,1,0.5,0.6666666666666666,0,0
1978,Austria,Sweden,1,0,H,1,0,0.5384615384615384,0.4230769230769231,1,0.5,0.5,0,0
1978,Brazil,Spain,0,0,D,0,0,0.6304347826086957,0.375,1,0.16666666666666666,0.3333333333333333,2,1
1978,Iran,Scotland,1,1,D,0,0,0.0,0.1111111111111111,1,0.3333333333333333,0.3333333333333333,0,0
1978,Netherlands,Peru,0,0,D,0,0,0.6,0.4285714285714285,1,0.6666666666666666,0.3333333333333333,0,0
1978,Argentina,Italy,0,1,A,-1,1,0.4583333333333333,0.5806451612903226,1,0.8333333333333334,0.6666666666666666,0,0
1978,France,Hungary,3,1,H,2,0,0.3684210526315789,0.52,1,0.0,0.0,0,0
1978,Germany,Tunisia,0,0,D,0,0,0.6511627906976745,0.5,1,0.8333333333333334,0.5,0,0
1978,Mexico,Poland,1,3,A,-2,0,0.1304347826086956,0.7,1,0.0,0.8333333333333334,0,0
1978,Austria,Brazil,0,1,A,-1,0,0.5714285714285714,0.6170212765957447,1,0.8333333333333334,0.3333333333333333,0,1
1978,Iran,Peru,1,4,A,-3,0,0.0,0.375,1,0.3333333333333333,0.5,0,0
1978,Netherlands,Scotland,2,3,A,-1,0,0.5454545454545454,0.1,1,0.5,0.3333333333333333,0,0
1978,Spain,Sweden,1,0,H,1,0,0.3529411764705882,0.4074074074074074,1,0.16666666666666666,0.5,0,1
1978,Argentina,Poland,2,0,H,2,1,0.44,0.7272727272727273,1,0.6666666666666666,0.8333333333333334,1,0
1978,Austria,Netherlands,1,5,A,-4,0,0.5333333333333333,0.5,2,0.6666666666666666,0.5,0,0
1978,Brazil,Peru,3,0,H,3,0,0.625,0.4444444444444444,1,0.6666666666666666,0.8333333333333334,1,0
1978,Germany,Italy,0,0,D,0,0,0.6363636363636364,0.59375,1,0.6666666666666666,1.0,0,1
1978,Argentina,Brazil,0,0,D,0,1,0.4615384615384615,0.6326530612244898,1,0.6666666666666666,0.8333333333333334,0,1
1978,Austria,Italy,0,1,A,-1,0,0.5,0.5757575757575758,1,0.3333333333333333,0.8333333333333334,1,0
1978,Germany,Netherlands,2,2,D,0,0,0.6222222222222222,0.5384615384615384,1,0.6666666666666666,0.5,1,0
1978,Peru,Poland,0,1,A,-1,0,0.4,0.6666666666666666,1,0.5,0.6666666666666666,0,0
1978,Argentina,Peru,6,0,H,6,1,0.4444444444444444,0.3636363636363636,2,0.5,0.3333333333333333,0,0
1978,Austria,Germany,3,2,H,1,0,0.4705882352941176,0.6086956521739131,1,0.0,0.5,0,2
1978,Brazil,Poland,3,1,H,2,0,0.62,0.6923076923076923,1,0.8333333333333334,0.6666666666666666,1,1
1978,Italy,Netherlands,1,2,A,-1,0,0.5882352941176471,0.5,1,0.8333333333333334,0.5,0,0
1978,Brazil,Italy,2,1,H,1,0,0.6274509803921569,0.5714285714285714,1,0.8333333333333334,0.5,1,1
1978,Argentina,Netherlands,3,1,H,2,1,0.4642857142857143,0.5333333333333333,1,0.8333333333333334,0.8333333333333334,1,0
1982,Argentina,Belgium,0,1,A,-1,0,0.4827586206896552,0.1111111111111111,1,0.8333333333333334,0.3333333333333333,0,0
1982,Brazil,Russia,2,1,H,1,0,0.6346153846153846,0.5263157894736842,1,0.8333333333333334,0.6666666666666666,1,0
1982,Italy,Poland,0,0,D,0,0,0.5555555555555556,0.6428571428571429,1,0.3333333333333333,0.3333333333333333,1,0
1982,Hungary,El Salvador,10,1,H,9,0,0.5,0.0,2,0.0,0.0,0,0
1982,Peru,Cameroon,0,0,D,0,0,0.3333333333333333,0.5,1,0.0,0.5,0,0
1982,Scotland,New Zealand,5,2,H,3,0,0.1818181818181818,0.5,1,0.5,0.5,0,0
1982,England,France,3,1,H,2,0,0.4166666666666667,0.4,1,0.3333333333333333,0.3333333333333333,1,0
1982,Germany,Algeria,1,2,A,-1,0,0.5957446808510638,0.5,1,0.3333333333333333,0.5,0,0
1982,Spain,Honduras,1,1,D,0,1,0.3888888888888889,0.5,1,0.5,0.5,0,0
1982,Chile,Austria,0,1,A,-1,0,0.3888888888888889,0.5,1,0.3333333333333333,0.3333333333333333,0,0
1982,Czech Republic,Kuwait,1,1,D,0,0,0.3636363636363636,0.5,1,0.0,0.5,0,0
1982,Serbia,Northern Ireland,0,0,D,0,0,0.4,0.4,1,0.0,0.5,0,0
1982,Argentina,Hungary,4,1,H,3,0,0.4666666666666667,0.5185185185185185,1,0.6666666666666666,0.3333333333333333,1,0
1982,Brazil,Scotland,4,1,H,3,0,0.6415094339622641,0.25,1,1.0,0.8333333333333334,0,0
1982,Italy,Peru,1,1,D,0,0,0.5405405405405406,0.3076923076923077,1,0.16666666666666666,0.16666666666666666,0,0
1982,Belgium,El Salvador,1,0,H,1,0,0.2,0.0,1,0.3333333333333333,0.0,1,0
1982,Poland,Cameroon,0,0,D,0,0,0.6,0.0,1,0.5,0.5,0,0
1982,Russia,New Zealand,3,0,H,3,0,0.5,0.0,1,0.3333333333333333,0.3333333333333333,0,0
1982,England,Czech Republic,2,0,H,2,0,0.44,0.3478260869565217,1,0.6666666666666666,0.16666666666666666,0,1
1982,Germany,Chile,4,1,H,3,0,0.5833333333333334,0.3684210526315789,1,0.16666666666666666,0.3333333333333333,1,1
1982,Spain,Serbia,2,1,H,1,1,0.3684210526315789,0.3846153846153846,1,0.6666666666666666,0.16666666666666666,0,0
1982,Algeria,Austria,0,2,A,-2,0,1.0,0.5263157894736842,1,0.6666666666666666,0.6666666666666666,0,0
1982,France,Kuwait,4,1,H,3,0,0.3809523809523809,0.0,1,0.3333333333333333,0.5,0,0
1982,Honduras,Northern Ireland,1,1,D,0,0,0.0,0.3333333333333333,1,0.5,0.5,0,0
1982,Belgium,Hungary,1,1,D,0,0,0.2727272727272727,0.5,1,0.6666666666666666,0.3333333333333333,0,0
1982,Poland,Peru,5,1,H,4,0,0.5625,0.2857142857142857,2,0.3333333333333333,0.3333333333333333,0,1
1982,Russia,Scotland,2,2,D,0,0,0.5238095238095238,0.2307692307692307,1,0.3333333333333333,0.6666666666666666,0,0
1982,Argentina,El Salvador,2,0,H,2,0,0.4838709677419355,0.0,1,0.6666666666666666,0.0,0,0
1982,Brazil,New Zealand,4,0,H,4,0,0.6481481481481481,0.0,2,1.0,0.16666666666666666,0,0
1982,Italy,Cameroon,1,1,D,0,0,0.5263157894736842,0.0,1,0.3333333333333333,0.5,0,0
1982,Algeria,Chile,3,2,H,1,0,0.5,0.35,1,0.5,0.16666666666666666,0,0
1982,France,Czech Republic,1,1,D,0,0,0.4090909090909091,0.3333333333333333,1,0.6666666666666666,0.16666666666666666,0,0
1982,Honduras,Serbia,0,1,A,-1,0,0.0,0.3703703703703703,1,0.5,0.16666666666666666,0,0
1982,England,Kuwait,1,0,H,1,0,0.4615384615384615,0.0,1,0.6666666666666666,0.3333333333333333,0,0
1982,Germany,Austria,1,0,H,1,0,0.5918367346938775,0.55,1,0.3333333333333333,1.0,1,2
1982,Spain,Northern Ireland,0,1,A,-1,1,0.4,0.2857142857142857,1,0.8333333333333334,0.3333333333333333,0,0
1982,Austria,France,0,1,A,-1,0,0.5238095238095238,0.391304347826087,1,0.6666666666666666,0.5,1,0
1982,Poland,Belgium,3,0,H,3,0,0.5882352941176471,0.25,1,0.6666666666666666,0.8333333333333334,0,0
1982,Germany,England,0,0,D,0,0,0.6,0.4814814814814814,1,0.6666666666666666,1.0,1,1
1982,Italy,Argentina,2,1,H,1,0,0.5128205128205128,0.5,1,0.5,0.6666666666666666,0,1
1982,Austria,Northern Ireland,2,2,D,0,0,0.5,0.375,1,0.3333333333333333,0.6666666666666666,0,0
1982,Belgium,Russia,0,1,A,-1,0,0.2307692307692307,0.5,1,0.5,0.5,0,1
1982,Argentina,Brazil,1,3,A,-2,0,0.4848484848484848,0.6545454545454545,1,0.6666666666666666,1.0,0,1
1982,Spain,Germany,1,2,A,-1,1,0.3809523809523809,0.5882352941176471,1,0.5,0.8333333333333334,1,0
1982,France,Northern Ireland,4,1,H,3,0,0.4166666666666667,0.3333333333333333,1,0.8333333333333334,0.6666666666666666,1,0
1982,Poland,Russia,0,0,D,0,0,0.6111111111111112,0.5217391304347826,1,0.8333333333333334,0.8333333333333334,0,0
1982,Italy,Brazil,3,2,H,1,0,0.525,0.6607142857142857,1,0.6666666666666666,1.0,2,1
1982,Spain,England,0,0,D,0,1,0.3636363636363636,0.4642857142857143,1,0.3333333333333333,0.8333333333333334,0,1
1982,Germany,France,3,3,D,0,0,0.5961538461538461,0.44,1,0.8333333333333334,0.8333333333333334,1,0
1982,Poland,Italy,0,2,A,-2,0,0.5789473684210527,0.5365853658536586,1,0.8333333333333334,0.8333333333333334,1,0
1982,Poland,France,3,2,H,1,0,0.55,0.4230769230769231,1,0.5,0.8333333333333334,0,0
1982,Italy,Germany,3,1,H,2,0,0.5476190476190477,0.5849056603773585,1,1.0,0.6666666666666666,0,1
1986,Bulgaria,Italy,1,1,D,0,0,0.0,0.5581395348837209,1,0.3333333333333333,1.0,0,0
1986,Canada,France,0,1,A,-1,0,0.5,0.4074074074074074,1,0.5,0.5,0,0
1986,Spain,Brazil,0,1,A,-1,0,0.3478260869565217,0.6491228070175439,1,0.16666666666666666,0.6666666666666666,2,1
1986,Argentina,South Korea,3,1,H,2,0,0.4705882352941176,0.0,1,0.3333333333333333,0.16666666666666666,0,0
1986,Morocco,Poland,0,0,D,0,0,0.0,0.5714285714285714,1,0.16666666666666666,0.5,0,0
1986,Russia,Hungary,6,0,H,6,0,0.5,0.4827586206896552,2,0.6666666666666666,0.5,0,1
1986,Algeria,Northern Ireland,1,1,D,0,0,0.6666666666666666,0.3,1,0.6666666666666666,0.5,0,0
1986,Mexico,Belgium,2,1,H,1,1,0.125,0.2142857142857142,1,0.0,0.16666666666666666,1,0
1986,Portugal,England,1,0,H,1,0,0.8333333333333334,0.4482758620689655,1,0.6666666666666666,0.6666666666666666,1,0
1986,Paraguay,Iraq,1,0,H,1,0,0.2857142857142857,0.5,1,0.5,0.5,0,0
1986,Scotland,Denmark,0,1,A,-1,0,0.2142857142857142,0.5,1,0.5,0.5,0,0
1986,Uruguay,Germany,1,1,D,0,0,0.4827586206896552,0.5740740740740741,1,0.16666666666666666,0.5,2,0
1986,France,Russia,1,1,D,0,0,0.4285714285714285,0.52,1,0.5,0.8333333333333334,0,0
1986,Italy,Argentina,1,1,D,0,0,0.5454545454545454,0.4857142857142857,1,0.8333333333333334,0.3333333333333333,1,1
1986,South Korea,Bulgaria,1,1,D,0,0,0.0,0.0,1,0.0,0.3333333333333333,0,0
1986,Brazil,Algeria,1,0,H,1,0,0.6551724137931034,0.5,1,0.6666666666666666,0.5,0,0
1986,England,Morocco,0,0,D,0,0,0.4333333333333333,0.0,1,0.3333333333333333,0.3333333333333333,0,0
1986,Hungary,Canada,2,0,H,2,0,0.4666666666666667,0.0,1,0.16666666666666666,0.3333333333333333,0,0
1986,Mexico,Paraguay,1,1,D,0,1,0.16,0.375,1,0.3333333333333333,0.8333333333333334,0,0
1986,Northern Ireland,Spain,1,2,A,-1,0,0.2727272727272727,0.3333333333333333,1,0.3333333333333333,0.16666666666666666,0,1
1986,Poland,Portugal,1,0,H,1,0,0.5454545454545454,0.8571428571428571,1,0.5,0.6666666666666666,0,0
1986,Denmark,Uruguay,6,1,H,5,0,1.0,0.4666666666666667,2,0.6666666666666666,0.3333333333333333,0,0
1986,Germany,Scotland,2,1,H,1,0,0.5636363636363636,0.2,1,0.3333333333333333,0.16666666666666666,0,0
1986,Iraq,Belgium,1,2,A,-1,0,0.0,0.2,1,0.3333333333333333,0.0,0,0
1986,Hungary,France,0,3,A,-3,0,0.4838709677419355,0.4137931034482758,1,0.5,0.5,1,0
1986,Russia,Canada,2,0,H,2,0,0.5,0.0,1,0.6666666666666666,0.16666666666666666,0,0
1986,Argentina,Bulgaria,2,0,H,2,0,0.4722222222222222,0.0,1,0.5,0.3333333333333333,1,0
1986,South Korea,Italy,2,3,A,-1,0,0.0,0.5333333333333333,1,0.16666666666666666,0.6666666666666666,0,0
1986,England,Poland,3,0,H,3,0,0.4193548387096774,0.5652173913043478,1,0.3333333333333333,0.8333333333333334,0,0
1986,Mexico,Iraq,1,0,H,1,1,0.1538461538461538,0.0,1,0.5,0.16666666666666666,0,0
1986,Paraguay,Belgium,2,2,D,0,0,0.3333333333333333,0.25,1,0.6666666666666666,0.3333333333333333,0,1
1986,Portugal,Morocco,1,3,A,-2,0,0.75,0.0,1,0.6666666666666666,0.5,0,0
1986,Algeria,Spain,0,3,A,-3,0,0.4,0.36,1,0.5,0.5,0,0
1986,Northern Ireland,Brazil,0,3,A,-3,0,0.25,0.6610169491525424,1,0.16666666666666666,0.6666666666666666,0,0
1986,Denmark,Germany,2,0,H,2,0,1.0,0.5714285714285714,1,0.8333333333333334,0.5,0,0
1986,Scotland,Uruguay,0,0,D,0,0,0.1875,0.4516129032258064,1,0.16666666666666666,0.16666666666666666,0,1
1986,Mexico,Bulgaria,2,0,H,2,1,0.1851851851851851,0.0,1,0.8333333333333334,0.3333333333333333,0,0
1986,Russia,Belgium,3,4,A,-1,0,0.5185185185185185,0.2352941176470588,1,0.8333333333333334,0.5,0,2
1986,Argentina,Uruguay,1,0,H,1,0,0.4864864864864865,0.4375,1,0.8333333333333334,0.3333333333333333,1,0
1986,Brazil,Poland,4,0,H,4,0,0.6666666666666666,0.5416666666666666,2,1.0,0.5,2,1
1986,Italy,France,0,2,A,-2,0,0.5434782608695652,0.4333333333333333,1,0.6666666666666666,0.8333333333333334,0,2
1986,Morocco,Germany,0,1,A,-1,0,0.1666666666666666,0.5614035087719298,1,0.6666666666666666,0.5,1,0
1986,Denmark,Spain,1,5,A,-4,0,1.0,0.3846153846153846,2,1.0,0.6666666666666666,0,0
1986,England,Paraguay,3,0,H,3,0,0.4375,0.3,1,0.5,0.6666666666666666,0,0
1986,Brazil,France,1,1,D,0,0,0.6721311475409836,0.4516129032258064,1,1.0,0.8333333333333334,1,0
1986,Mexico,Germany,0,0,D,0,1,0.2142857142857142,0.5689655172413793,1,0.8333333333333334,0.6666666666666666,1,0
1986,Argentina,England,2,1,H,1,0,0.5,0.4545454545454545,1,0.8333333333333334,0.8333333333333334,1,1
1986,Spain,Belgium,1,1,D,0,0,0.4074074074074074,0.2777777777777778,1,1.0,0.8333333333333334,0,0
1986,Argentina,Belgium,2,0,H,2,0,0.5128205128205128,0.2631578947368421,1,1.0,0.6666666666666666,0,1
1986,France,Germany,0,2,A,-2,0,0.4375,0.559322033898305,1,0.8333333333333334,0.5,1,0
1986,France,Belgium,4,2,H,2,0,0.4242424242424242,0.25,1,0.5,0.5,1,0
1986,Argentina,Germany,3,2,H,1,0,0.525,0.5666666666666667,1,1.0,0.8333333333333334,0,1
1990,Argentina,Cameroon,0,1,A,-1,0,0.5365853658536586,0.0,1,1.0,0.5,0,0
1990,Italy,Austria,1,0,H,1,1,0.5319148936170213,0.4782608695652174,1,0.5,0.16666666666666666,1,1
1990,Russia,Romania,0,2,A,-2,0,0.5,0.25,1,0.5,0.3333333333333333,0,0
1990,United Arab Emirates,Colombia,0,2,A,-2,0,0.5,0.0,1,0.5,0.16666666666666666,0,0
1990,Brazil,Sweden,2,1,H,1,0,0.6612903225806451,0.3928571428571428,1,0.8333333333333334,0.16666666666666666,2,1
1990,Germany,Serbia,4,1,H,3,0,0.5573770491803278,0.3928571428571428,1,0.5,0.5,3,1
1990,United States,Czech Republic,1,5,A,-4,0,0.4285714285714285,0.32,2,0.3333333333333333,0.3333333333333333,0,0
1990,Costa Rica,Scotland,1,0,H,1,0,0.5,0.1764705882352941,1,0.5,0.16666666666666666,0,0
1990,England,Republic of Ireland,1,1,D,0,0,0.4411764705882353,0.5,1,0.6666666666666666,0.5,0,0
1990,Belgium,South Korea,2,0,H,2,0,0.238095238095238,0.0,1,0.16666666666666666,0.16666666666666666,0,0
1990,Netherlands,Egypt,1,1,D,0,0,0.5,0.0,1,0.5,0.3333333333333333,0,0
1990,Argentina,Russia,2,0,H,2,0,0.5238095238095238,0.4827586206896552,1,0.6666666666666666,0.3333333333333333,0,0
1990,Uruguay,Spain,0,0,D,0,0,0.4242424242424242,0.3928571428571428,1,0.16666666666666666,0.8333333333333334,0,0
1990,Cameroon,Romania,2,1,H,1,0,0.25,0.3333333333333333,1,0.6666666666666666,0.6666666666666666,0,0
1990,Italy,United States,1,0,H,1,1,0.5416666666666666,0.375,1,0.6666666666666666,0.3333333333333333,1,0
1990,Serbia,Colombia,1,0,H,1,0,0.3793103448275862,0.25,1,0.3333333333333333,0.5,0,1
1990,Austria,Czech Republic,0,1,A,-1,0,0.4583333333333333,0.3461538461538461,1,0.16666666666666666,0.5,1,0
1990,Germany,United Arab Emirates,5,1,H,4,0,0.5645161290322581,0.0,2,0.6666666666666666,0.3333333333333333,0,0
1990,Brazil,Costa Rica,1,0,H,1,0,0.6666666666666666,1.0,1,0.8333333333333334,0.6666666666666666,0,0
1990,England,Netherlands,0,0,D,0,0,0.4285714285714285,0.4705882352941176,1,0.5,0.5,0,0
1990,Sweden,Scotland,1,2,A,-1,0,0.3793103448275862,0.1666666666666666,1,0.0,0.16666666666666666,0,0
1990,Belgium,Uruguay,3,1,H,2,0,0.2727272727272727,0.4117647058823529,1,0.3333333333333333,0.3333333333333333,0,0
1990,Republic of Ireland,Egypt,0,0,D,0,0,0.0,0.0,1,0.5,0.3333333333333333,0,0
1990,South Korea,Spain,1,3,A,-2,0,0.0,0.3793103448275862,1,0.16666666666666666,0.6666666666666666,0,0
1990,Argentina,Romania,1,1,D,0,0,0.5348837209302325,0.3,1,0.6666666666666666,0.3333333333333333,0,0
1990,Cameroon,Russia,0,4,A,-4,0,0.4,0.4666666666666667,2,0.8333333333333334,0.0,0,0
1990,Austria,United States,2,1,H,1,0,0.44,0.3333333333333333,1,0.16666666666666666,0.0,0,0
1990,Germany,Colombia,1,1,D,0,0,0.5714285714285714,0.2,1,0.6666666666666666,0.3333333333333333,0,0
1990,Italy,Czech Republic,2,0,H,2,1,0.5510204081632653,0.3703703703703703,1,0.6666666666666666,0.8333333333333334,1,0
1990,Serbia,United Arab Emirates,4,1,H,3,0,0.4,0.0,1,0.6666666666666666,0.16666666666666666,0,0
1990,Brazil,Scotland,1,0,H,1,0,0.671875,0.2105263157894736,1,0.8333333333333334,0.5,1,0
1990,Sweden,Costa Rica,1,2,A,-1,0,0.3666666666666666,0.5,1,0.0,0.5,0,0
1990,Belgium,Spain,1,2,A,-1,0,0.3043478260869565,0.4,1,0.6666666666666666,0.6666666666666666,0,0
1990,England,Egypt,1,0,H,1,0,0.4166666666666667,0.0,1,0.3333333333333333,0.3333333333333333,0,0
1990,Republic of Ireland,Netherlands,1,1,D,0,0,0.0,0.4444444444444444,1,0.5,0.3333333333333333,0,0
1990,South Korea,Uruguay,0,1,A,-1,0,0.0,0.4,1,0.0,0.16666666666666666,0,0
1990,Cameroon,Colombia,2,1,H,1,0,0.3333333333333333,0.1666666666666666,1,0.6666666666666666,0.5,0,0
1990,Czech Republic,Costa Rica,4,1,H,3,0,0.3571428571428571,0.6666666666666666,1,0.6666666666666666,0.6666666666666666,0,0
1990,Brazil,Argentina,0,1,A,-1,0,0.676923076923077,0.5227272727272727,1,1.0,0.5,0,2
1990,Germany,Netherlands,2,1,H,1,0,0.5625,0.4210526315789473,1,0.8333333333333334,0.5,1,0
1990,Republic of Ireland,Romania,0,0,D,0,0,0.0,0.2727272727272727,1,0.5,0.5,0,0
1990,Italy,Uruguay,2,0,H,2,1,0.56,0.4166666666666667,1,1.0,0.5,0,0
1990,England,Belgium,1,0,H,1,0,0.4324324324324324,0.2916666666666667,1,0.6666666666666666,0.6666666666666666,0,0
1990,Spain,Serbia,1,2,A,-1,0,0.4193548387096774,0.4193548387096774,1,0.8333333333333334,0.6666666666666666,1,0
1990,Italy,Republic of Ireland,1,0,H,1,1,0.5686274509803921,0.0,1,1.0,0.5,0,0
1990,Serbia,Argentina,0,0,D,0,0,0.4375,0.5333333333333333,1,1.0,0.8333333333333334,0,0
1990,Cameroon,England,2,3,A,-1,0,0.4285714285714285,0.4473684210526316,1,0.6666666666666666,0.8333333333333334,0,0
1990,Germany,Czech Republic,1,0,H,1,0,0.5692307692307692,0.3793103448275862,1,0.8333333333333334,0.6666666666666666,1,0
1990,Italy,Argentina,1,1,D,0,1,0.5769230769230769,0.5217391304347826,1,1.0,0.6666666666666666,1,1
1990,Germany,England,1,1,D,0,0,0.5757575757575758,0.4615384615384615,1,0.8333333333333334,1.0,1,1
1990,Italy,England,2,1,H,1,1,0.5660377358490566,0.45,1,0.8333333333333334,0.8333333333333334,0,0
1990,Germany,Argentina,1,0,H,1,0,0.5671641791044776,0.5106382978723404,1,0.8333333333333334,0.6666666666666666,1,1
1994,Germany,Bolivia,1,0,H,1,0,0.5735294117647058,0.0,1,0.8333333333333334,0.0,0,0
1994,Spain,South Korea,2,2,D,0,0,0.40625,0.0,1,0.6666666666666666,0.0,0,1
1994,Colombia,Romania,1,3,A,-2,0,0.1428571428571428,0.25,1,0.16666666666666666,0.3333333333333333,0,0
1994,Italy,Republic of Ireland,0,1,A,-1,0,0.5740740740740741,0.0,1,0.8333333333333334,0.3333333333333333,1,0
1994,United States,Switzerland,1,1,D,0,0,0.3,0.2777777777777778,1,0.0,0.0,0,0
1994,Belgium,Morocco,1,0,H,1,0,0.28,0.1428571428571428,1,0.3333333333333333,0.5,0,0
1994,Cameroon,Sweden,2,2,D,0,0,0.375,0.3548387096774194,1,0.3333333333333333,0.0,0,0
1994,Norway,Mexico,1,0,H,1,0,0.0,0.2068965517241379,1,0.3333333333333333,0.8333333333333334,0,0
1994,Brazil,Russia,2,0,H,2,0,0.6666666666666666,0.4838709677419355,1,0.6666666666666666,0.3333333333333333,2,0
1994,Netherlands,Saudi Arabia,2,1,H,1,0,0.4,0.5,1,0.3333333333333333,0.5,0,0
1994,Argentina,Greece,4,0,H,4,0,0.5,0.5,2,0.3333333333333333,0.5,0,0
1994,Germany,Spain,1,1,D,0,0,0.5797101449275363,0.3939393939393939,1,0.8333333333333334,0.5,1,1
1994,Nigeria,Bulgaria,3,0,H,3,0,0.5,0.0,1,0.5,0.16666666666666666,0,0
1994,Romania,Switzerland,1,4,A,-3,0,0.3076923076923077,0.2631578947368421,1,0.6666666666666666,0.16666666666666666,0,0
1994,United States,Colombia,2,1,H,1,0,0.2727272727272727,0.125,1,0.16666666666666666,0.16666666666666666,0,0
1994,Italy,Norway,1,0,H,1,0,0.5636363636363636,0.5,1,0.5,0.5,1,0
1994,South Korea,Bolivia,0,0,D,0,0,0.0,0.0,1,0.16666666666666666,0.0,0,0
1994,Brazil,Cameroon,3,0,H,3,0,0.6716417910447762,0.3333333333333333,1,0.6666666666666666,0.5,0,0
1994,Mexico,Republic of Ireland,2,1,H,1,0,0.2,0.1666666666666666,1,0.5,0.5,0,0
